person_id,education_tier,highest_level
/p/SAZwEA4GAAYGDgo4EToGABkBAQ==,2.0,masters
/p/SAZwEA4GDAYGDjoEFy0VAggMBwMC,1.0,masters
/p/SAZwEA4GDAYGDjoAHzgaAAg=,1.0,bachelors
/p/SAZwEA4GDAYGDjoIKTwbDwUKGg==,4.0,bachelors
/p/SAZwEA4GDAYGBjoQHzEQ,1.0,bachelors
/p/SAZwEA4GDAYGHBACKTwcABkIBxs=,2.0,bachelors
/p/SAZwEA4GDAYGHBACKTIVBBg=,1.0,bachelors
/p/SAZwEA4GDBwGAQkCKTkYCAgNEQ==,1.0,bachelors
/p/SAZwEA4FOgsdDAwAKW9EUw==,5.0,bachelors
/p/SAZwEA4FOg8AAgELHzkSBA==,5.0,phd
/p/SAZwEA4FOgAACwMKFzE=,1.0,bachelors
/p/SAZwEA4FOhwHAhcUGTE=,5.0,masters
/p/SAZwEA4FBAQLMg0GDyw=,2.0,masters
/p/SAZwEA4FBAQLMg0IEzMYBA==,2.0,bachelors
/p/SAZwEA4FBAQLMg8IBToECTRVWF4=,3.0,bachelors
/p/SAZwEA4FBAQLMhYEHjARDw==,1.0,bachelors
/p/SAZwEA4FCwkwBQQdFy0Q,4.0,associates
/p/SAZwEA4ZOgAKHxYPHTACCB8f,2.0,high_school
/p/SAZwEA4ZDAkBMgMCBDMVFB8K,2.0,bachelors
/p/SAZwEA4ZDBswHQATEy0fCAU=,1.0,masters
/p/SAZwEA4ZCgYwDAELEy0rEQM6DA==,1.0,phd
/p/SAZwEA4ZCgYwCgoVEjAa,1.0,high_school
/p/SAZwEA4fBAYwCgQLBDAa,2.0,bachelors
/p/SAZwEA4eAjcNCBcA,3.0,masters
/p/SAZwEA4eAjcIAgoDHzET,3.0,masters
/p/SAZwEA4eAjcEAwoXBjoG,3.0,bachelors
/p/SAZwEA4eAjccAAwTHg==,4.0,phd
/p/SAZwEA4eAgQOHjoEGSoTCRkEBg==,2.0,masters
/p/SAZwEA4eAgQOHjoDAzEQDgUEBAs=,4.0,masters
/p/SAZwEA4eAgQOHjoPFzEHDAoLBg==,1.0,bachelors
/p/SAZwEA4eAgQOHjoPEzYQBBkCGgoD,2.0,masters
/p/SAZwEA4eAgQOHjoNGTMYGDQVADAJ,1.0,associates
/p/SAZwEA4eAgQOHjoXGS8R,1.0,phd
/p/SAZwEA4eAgQOHjoTBDoXDjQVADAJOldGbg==,2.0,masters
/p/SAZwEBM0BAwGCDoXGTo=,1.0,phd
/p/SAZwEBM0AQkZBAE4DD4GBgoXEQ4D,1.0,bachelors
/p/SAZwEBMOEjcMGBcLEyY=,1.0,masters
/p/SAZwEBMOEjcHAgMBGz4aPltVXA==,2.0,masters
/p/SAZwEBMOEjcfCBcMHzEH,4.0,phd
/p/SAZwEBMOHTcLCAMIBDs=,3.0,masters
/p/SAZwEBMEFzcHDBcGAiw=,1.0,masters
/p/SAZwEBQIOgsHDBA=,2.0,phd
/p/SAZwEBQPEDcDBAsPFy0Q,1.0,masters
/p/SAZwEBQYDQMAMg8IBDsVDwQTGwQE,4.0,phd
/p/SAZwEBQYEQEBMgAEAjAa,5.0,masters
/p/SAZwEBQYEQEBMhYCEzMN,1.0,bachelors
/p/SAZwEBYCAgAbMggCBC0dDAoL,1.0,masters
/p/SAZwEBgHBAYwHgYSGjMN,3.0,masters
/p/SAZwET4BCgYAGAcCHg==,4.0,masters
/p/SAZwEQU0AAQLCBc4GywrAB8JNw4ZBg==,5.0,masters
/p/SAZwEQU0DQcdAxwGHQ==,2.0,bachelors
/p/SAZwEQU0FQkbGQAVGz4aDw==,3.0,bachelors
/p/SAZwEQU0EwkGAQ==,2.0,masters
/p/SAZwEQUPDA0wAAwTFTcRDQc=,4.0,bachelors
/p/SAZwEQUPDA0wHhALGjYCAAU6GAcyAQ==,5.0,bachelors
/p/SAZwEQUPHDcbAhAKFw==,3.0,high_school
/p/SAZwEQUCEQAwHgYPGzYQ,2.0,bachelors
/p/SAZwEQUeBBoLAjoGGikVEw4fN19dXQ==,4.0,phd
/p/SAZwEQUeBBoLAjoBFy0VBQoc,1.0,bachelors
/p/SAZwEQUeBBoLAjoUHjACAAc=,2.0,bachelors
/p/SAZwEQUcBBoLMgcCGCURDQ==,2.0,masters
/p/SAZwEQUcBBoLMgcVEzEaAAU6WF5d,5.0,bachelors
/p/SAZwEQUcBBoLMgEGGCYb,3.0,phd
/p/SAZwEQUcBBoLMg0GGzYYFQQLN19dVw==,5.0,bachelors
/p/SAZwEQUcBBoLMg0CGDsRExgKBg==,1.0,masters
/p/SAZwEQUcBBoLMgwMEzgBAgMMNwIJ,5.0,masters
/p/SAZwEQUcBBoLMg4OGCwRGA==,2.0,masters
/p/SAZwEQUcBBoLMg4IDDof,5.0,bachelors
/p/SAZwEQUcBBoLMgg4DzQ=,3.0,bachelors
/p/SAZwEQUcBBoLMggIGD4TCQoL,1.0,masters
/p/SAZwEQUcBBoLMggIGS0R,3.0,masters
/p/SAZwEQUcBBoLMgsSAisdDww=,5.0,bachelors
/p/SAZwEQUcBBoLMhYEHjIdBQ==,4.0,bachelors
/p/SAZwEQUcDAYwAAwVFzEQAA==,5.0,bachelors
/p/SAZwEQQHDBswHQQSHTQB,1.0,phd
/p/SAZwEQYEFzcIAhcCAA==,1.0,masters
/p/SAZwEQYEFzcZCBcXEzQdDw==,1.0,bachelors
/p/SAZwEQkeATcOAQgIGA==,1.0,bachelors
/p/SAZwEQkeATcGGxcO,1.0,masters
/p/SAZwEQgPCjcIDAk=,4.0,masters
/p/SAZwEQgFBBowGwoLGiwRFTRVWF4=,2.0,masters
/p/SAZwEQgFBBwwAAATDDoG,5.0,masters
/p/SAZwEQgZDAMwHQATAjoGEg4LNx8FOgM=,1.0,masters
/p/SAZwEQ0KOgUOCQAN,5.0,bachelors
/p/SAZwEQ0KATcNDBcIGA==,2.0,masters
/p/SAZwEQ0KATcZDBcDHw==,2.0,bachelors
/p/SAZwEQ0KCzcLCA4CGg==,1.0,masters
/p/SAZwEQ0IDQkBDAs4FC0BAgANDQYAABU=,2.0,bachelors
/p/SAZwEQ0PBBowGRAREyY=,2.0,masters
/p/SAZwEQ0OCwkwCwAVGAAaBQ4fNwgYDBUXMysRAzoM,3.0,bachelors
/p/SAZwEQ0OCwkwAAQVAjYa,1.0,bachelors
/p/SAZwEQ0OCwkwHRceBSsGDgY=,1.0,phd
/p/SAZwEQ0COhgOHhECBDEVCg==,4.0,bachelors
/p/SAZwEQ0COhsHDBUOBD4=,3.0,phd
/p/SAZwEQ0COhsbAgsFEy0T,5.0,phd
/p/SAZwEQ0COhEOHwECGDY=,4.0,phd
/p/SAZwEQ0CBBswHToeBCY=,1.0,masters
/p/SAZwEQ0CDwkHMgQFGSoXABIE,3.0,associates
/p/SAZwEQ0CHwkNCBEPKTcbDQYAGw==,2.0,masters
/p/SAZwEQ0CHw0wHg0OBDsRDTQVADAJ,3.0,bachelors
/p/SAZwEQ0ABAYOMhUIBD4T,4.0,bachelors
/p/SAZwEQ0HDAcbMhEGFD4XCQUMAw==,2.0,bachelors
/p/SAZwEQ0dDBoKMgIIAyUR,2.0,masters
/p/SAZwEQ0SABswCg0CBDYW,1.0,masters
/p/SAZwEQwCCTcOAQgMADYHFQ==,4.0,bachelors
/p/SAZwEQwCCQEKMgYPFzErUVtX,4.0,phd
/p/SAZwEQwCCQEAMgkIBjoOPgwECgoEFwYF,1.0,phd
/p/SAZwEQwCCREwGgQAGDoG,3.0,phd
/p/SAZwEQwGBAYaCAk4FyoQDh4WGwoZ,5.0,masters
/p/SAZwEQwGBAYaCAk4FTcVFA8XBwE=,5.0,high_school
/p/SAZwEQwZADccDA4GBCYV,2.0,masters
/p/SAZwEQ8ZDAsAMhEVGTIWCAUM,2.0,masters
/p/SAZwEQ8ZDBkaCDoOFDAGEwo=,2.0,high_school
/p/SAZwERMKCzcbDAk=,4.0,phd
/p/SAZwERMOCzcNDAkO,4.0,bachelors
/p/SAZwERMOHzccBQQXHy0V,2.0,phd
/p/SAZwERMCBjcNBAAL,1.0,bachelors
/p/SAZwERMCBjcNAgIU,1.0,masters
/p/SAZwERMCBjcNAhALGjYREw==,2.0,masters
/p/SAZwERMCBjcNAhATHzE=,3.0,masters
/p/SAZwERMCBjcLHwAUEj4YBA==,1.0,masters
/p/SAZwERMCBjcJBBEdEToGAAcBN19dVA==,5.0,bachelors
/p/SAZwERMCBjcJAhYUEzMrEQM6DA==,4.0,bachelors
/p/SAZwERMCBjcIDAkGGCsR,3.0,masters
/p/SAZwERMCBjcICBIOBCsODAoL,3.0,bachelors
/p/SAZwERMCBjcIHwACGAAECTQB,3.0,bachelors
/p/SAZwERMCBjcIHwACGD0REww6WF5U,5.0,associates
/p/SAZwERMCBjcIHwoUBTo=,1.0,bachelors
/p/SAZwERMCBjcHDA0J,5.0,masters
/p/SAZwERMCBjcHAhUXEw==,2.0,bachelors
/p/SAZwERMCBjcFAg0JBTAaPltWXQ==,1.0,masters
/p/SAZwERMCBjcEGA0LGz4aDw==,1.0,masters
/p/SAZwERMCBjcDDAsDEy0=,3.0,phd
/p/SAZwERMCBjcDCDoVGSYREw==,5.0,phd
/p/SAZwERMCBjcDCAA4Rm5A,3.0,bachelors
/p/SAZwERMCBjcDFAoJBQAECTQB,1.0,phd
/p/SAZwERMCBjcCDBcTHzERAB4=,4.0,bachelors
/p/SAZwERMCBjcCBAkLBQ==,1.0,phd
/p/SAZwERMCBjcCAhAOGjMREwQL,1.0,masters
/p/SAZwERMCBjcCGBcXHiYrEQM6DA==,3.0,phd
/p/SAZwERMCBjcBDAEGGjYa,2.0,high_school
/p/SAZwERMCBjcdBAYPGz4a,3.0,masters
/p/SAZwERMCBjcdBBYUEy0=,1.0,phd
/p/SAZwERMCBjcdFAQJ,5.0,high_school
/p/SAZwERMCBjccAhcUFTcREw==,5.0,high_school
/p/SAZwERMCBjccHQwTDA==,1.0,phd
/p/SAZwERMCBjccGgQJBTAa,3.0,associates
/p/SAZwERMCBjcZDAkGAgBEUVo=,2.0,phd
/p/SAZwERMCBjcZDAs4AT4TDw4X,1.0,bachelors
/p/SAZwERMCBjcZCAcCBA==,3.0,phd
/p/SAZwERMCBjcZBAkLEysABA==,1.0,masters
/p/SAZwERMCBjcYDAsAKW9HUg==,1.0,masters
/p/SAZwERMCBjcYGDpXRm4=,3.0,bachelors
/p/SAZwERMCBjcWDDoUHjoa,4.0,phd
/p/SAZwERMCBjcVBQoSKW9EUw==,1.0,masters
/p/SAZwERMCBgMwDgkIHyc=,5.0,phd
/p/SAZwERMCDjcMDBYUEzM=,4.0,masters
/p/SAZwERMCDjcLDA0L,5.0,high_school
/p/SAZwERMCDjcJDAwVFD4dEwU=,2.0,bachelors
/p/SAZwERMCDjcIBAkFEy0A,1.0,masters
/p/SAZwERMCDjcDBAsDBSsRCAU=,5.0,phd
/p/SAZwERMCDjcBAhcQGTAQ,1.0,bachelors
/p/SAZwERMCDjccBwoFEy0T,1.0,phd
/p/SAZwERMCDjccAgsTHjodDA4X,5.0,bachelors
/p/SAZwERMCDjcbAhcCGD0REww=,4.0,phd
/p/SAZwERMCDjcYBBYUHzg=,2.0,bachelors
/p/SAZwERMCDjcYBBYTBD4aBQ==,2.0,bachelors
/p/SAZwERMFABsbMgkO,1.0,phd
/p/SAZwERMFDA0wCgQVFTYV,2.0,bachelors
/p/SAZwERMFFhwwHgYPFzoSBBk=,2.0,phd
/p/SAZwERMcBAYwAQA4BjoaDw4G,3.0,associates
/p/SAZwERIfAAQDCDoQHzMYCAoIGwAD,2.0,phd
/p/SAZwERIcBBowHRcODz4QABkWAA4D,1.0,masters
/p/SAZwERUDBAYwDwkIFTc=,2.0,phd
/p/SAZwERUDBAYwCgQVEjEREw==,3.0,masters
/p/SAZwERUDBAYwFAQJEQAECTQB,1.0,associates
/p/SAZwERUCAAYBCDoEGjAHEg4=,3.0,masters
/p/SAZwERQICQELCBY4Gz4eDhk6WF9c,1.0,associates
/p/SAZwERQMAAYwAwAOFSoYBBgGHQ==,2.0,masters
/p/SAZwERQMAAYKMgkCFDoQBB0=,4.0,masters
/p/SAZwERQMAAYKMgoTAjA=,2.0,masters
/p/SAZwERcKCzcOGBYTHzMYPgEXNw==,5.0,phd
/p/SAZwERcKCzcJHwQJHQ==,3.0,masters
/p/SAZwERcKCzcHAgYM,4.0,bachelors
/p/SAZwERcKCzcFCAsJHzETEg==,3.0,masters
/p/SAZwERcKCzcDGB0IGA==,1.0,masters
/p/SAZwERcKCzcdAgcCBCsH,1.0,bachelors
/p/SAZwERcKCzcdFAQJKW9EUw==,1.0,high_school
/p/SAZwERcOOgQAGwA=,5.0,masters
/p/SAZwERcOCREBMgALGjYHPgwXBxweADgGNysF,5.0,bachelors
/p/SAZwERcOFw0bGToUAjAaBDQVADAJ,4.0,phd
/p/SAZwERcMAAYGMhUCAi0bFw==,3.0,bachelors
/p/SAZwERcMAAYGFDoKFzQBCgMMBg==,3.0,masters
/p/SAZwERgKCTcLDAIGGA==,3.0,masters
/p/SAZwERgKCTccMhcIGA==,1.0,associates
/p/SAZwERgKCTcYDAkDGz4a,3.0,bachelors
/p/SAZwERgKCTcYCAwJBSsRCAU=,1.0,masters
/p/SAZwEj4YBgcbGToKGTAQGA==,5.0,phd
/p/SAZwEgAJDAkBMgkGAywHDAoLBg==,1.0,phd
/p/SAZwEgAJDAkBMgkIAzYH,2.0,phd
/p/SAZwEgAJDA0BMgIGAzwcBBk=,1.0,bachelors
/p/SAZwEgAJFwEMCDoFEy0TBBk6DBocEAIYOg==,5.0,masters
/p/SAZwEgAJFwEMCDoEGS0aBB8=,1.0,bachelors
/p/SAZwEgAJFwEMCDoABDYaBQo=,5.0,bachelors
/p/SAZwEgAJFwEMCDoPEzgGDgU=,2.0,bachelors
/p/SAZwEgAJFwEMBAo4FTAHFQo6GAcyAQ==,2.0,phd
/p/SAZwEgAJFwEMBAo4BTAYAAUAGw==,4.0,bachelors
/p/SAZwEgAJFwEVBAo4ED4aFQILATAdDTgS,1.0,bachelors
/p/SAZwEgACEQAwCwoVBSsREw==,3.0,masters
/p/SAZwEgAZBBIwHhwCEg==,3.0,bachelors
/p/SAZwEgAZBwcACToJHykd,2.0,phd
/p/SAZwEgAZDQkLMg4PGSwGAB0M,1.0,associates
/p/SAZwEgAZDgkcMh8UAyUHAAULCQ==,2.0,masters
/p/SAZwEgAZCh0EMgQOBSwVDwQQGw==,2.0,phd
/p/SAZwEgQPABoGDgo4FT4GBQoLCQ==,5.0,masters
/p/SAZwEgQPABoGDgo4FT4HFQ4JBBoOBg4pNh0I,3.0,high_school
/p/SAZwEgQPABoGDgo4FT4CAAcMDR0E,3.0,bachelors
/p/SAZwEgQPABoGDgo4FToXAgQL,2.0,bachelors
/p/SAZwEgQPChowHgoMGTMbFw==,2.0,bachelors
/p/SAZwEgQHDBgKMgYIBDERCwQ6GAcyAQ==,1.0,bachelors
/p/SAZwEgQHDBgKMg0CAywHBBk6GAcyAQ==,2.0,phd
/p/SAZwEgQHDBgKMggCHDYVPgwQDR0fBA==,2.0,bachelors
/p/SAZwEgQHDBgKMgsGADYb,2.0,phd
/p/SAZwEgQHDBgKMgoEHjAVPggKGgEIDwg=,1.0,phd
/p/SAZwEgQHDBAwARAUAjoaAw4XDwofOhceABA=,1.0,masters
/p/SAZwEgQHDBAwHwQEFT4=,4.0,bachelors
/p/SAZwEgQFAjcVBQoSKW9EUw==,4.0,bachelors
/p/SAZwEgQFAgUGAzoAGTET,2.0,associates
/p/SAZwEgQZAAQDAjoEBDAfBBk=,5.0,masters
/p/SAZwEgQZCwkBCQo4FzEQEwoBDTBdVVE=,3.0,masters
/p/SAZwEgQZCwkBCQo4GTcVExkMEg==,2.0,bachelors
/p/SAZwEgQZCwkBCQo4BjoGDgUE,1.0,bachelors
/p/SAZwEgQZCwkBCQo4BCoVEx8A,3.0,bachelors
/p/SAZwEggHDBgwBQAVFTYT,3.0,masters
/p/SAZwEggHDBgwAAQVHwAa,4.0,phd
/p/SAZwEggHDBgwHg4SBDEdAAA=,1.0,masters
/p/SAZwEggHDBgwHhUGGDYRDQ==,1.0,high_school
/p/SAZwEggHDBgwGgQGHQ==,1.0,masters
/p/SAZwEggHDBgfAjoUFTcdAAUKNwsEOhcTLxE=,3.0,masters
/p/SAZwEggECwkwAAQVBTcVDQc6WF9c,5.0,phd
/p/SAZwEggZBBwwBgQDEy0=,1.0,masters
/p/SAZwEggZAQkaHjoFHj4ACQ4LCQ==,3.0,bachelors
/p/SAZwEg0EFwkwCwoSBDEdBBk=,1.0,phd
/p/SAZwEg0EFw0BDgA4Gj4BDwQMHA==,3.0,masters
/p/SAZwEg0EFw0BDgA4AD4HCAcAGwwY,4.0,associates
/p/SAZwEg0EFw0BGToDAz0bCBg=,2.0,masters
/p/SAZwEg0EFw0BGToQFzgaDgU=,5.0,bachelors
/p/SAZwEg0EFwEOAzoFFyoREzRVWF4=,1.0,bachelors
/p/SAZwEg0EFwEOAzoRGTErBQ4XNwIYCQUT,5.0,bachelors
/p/SAZwEg0EFwEBMhADBDoV,3.0,bachelors
/p/SAZwEg4ZFw0cGToUFysABBkDAQoBAQ==,3.0,masters
/p/SAZwEg4ZFw0cGToUFygNBBk=,5.0,bachelors
/p/SAZwEhMKCzcABBY4Gj4WABIANx8FOgM=,1.0,masters
/p/SAZwEhMKCzcABBY4BD4CBAUABAMIOhceABA=,2.0,phd
/p/SAZwEhMKCzcABBY4AgAaPgwEBA==,1.0,masters
/p/SAZwEhMKCzcVCA4GGA==,5.0,phd
/p/SAZwEhMKCwsKHgYIKT0VEwkECgoBCQY=,1.0,high_school
/p/SAZwEhMKCwsGHjoDEywbFBEE,1.0,masters
/p/SAZwEhMKCwsGHjoIKTMRABkc,1.0,bachelors
/p/SAZwEhMKCwsGHgYIKTkREwUEBgsIHzhGbkY=,5.0,masters
/p/SAZwEhMKCwsGHgYIKTYaBgc6Gw==,3.0,phd
/p/SAZwEhMKCwsGHgYIKTAYCB0ENxkyCQIM,1.0,bachelors
/p/SAZwEhMKCwsEMgQREzERDQ==,1.0,bachelors
/p/SAZwEhMKCwsAMgIIGDoYDQo=,4.0,masters
/p/SAZwEhMKCwsABBY4EioYCA4CDQ==,2.0,masters
/p/SAZwEhMKCwsABBY4GjoXBBkD,3.0,bachelors
/p/SAZwEhMKCwsABBY4GzAGEwIAGg==,4.0,bachelors
/p/SAZwEhMKCwsABBY4Dj4CCA4XNxwCEBEXJg==,3.0,bachelors
/p/SAZwEhMKCwsABBYCKTsRPgwKDQYHAAk=,3.0,phd
/p/SAZwEhMKCwMwDAEDFzEABA==,3.0,phd
/p/SAZwEhMKCwMwDwoJGQ==,3.0,masters
/p/SAZwEhMKCwMwDg0OFzYaDg==,5.0,masters
/p/SAZwEhMKCwMwCQAMHToG,1.0,masters
/p/SAZwEhMKCwMwCQoKHzETFA4f,2.0,phd
/p/SAZwEhMKCwMwCwwUFTcREw==,4.0,bachelors
/p/SAZwEhMKCwMwCgQJGDAaPhsNNws=,2.0,masters
/p/SAZwEhMKCwMwAAoUBQ==,4.0,phd
/p/SAZwEhMKCwMwHxABEDA=,1.0,masters
/p/SAZwEhMKCwMwHgYPBDAACQ==,4.0,bachelors
/p/SAZwEhMKCwMwHhUGEj4SDhkEN19dVA==,5.0,bachelors
/p/SAZwEhMKCwMwGToVGjYaBg==,1.0,masters
/p/SAZwEhMKCwMGCDoVGTAcEQoXHg4f,5.0,bachelors
/p/SAZwEhMKCwMWMgQJFTYVFBM=,1.0,phd
/p/SAZwEhMKCxIwBwoUEzkrEggNGgodAw==,1.0,masters
/p/SAZwEhMOATcOHgkGGA==,5.0,bachelors
/p/SAZwEhMOATcLGBcPFzIrCAIM,3.0,bachelors
/p/SAZwEhMOATcKBRcUFzI=,1.0,bachelors
/p/SAZwEhMOATcJCBcAAywbDw==,3.0,masters
/p/SAZwEhMOAQwGCDoKFTIVCQQL,4.0,masters
/p/SAZwEhMOAQ0dBAY4FC0VAwoLHA==,1.0,bachelors
/p/SAZwEhMOAQ0dBAY4FTcVFA0DBxof,1.0,masters
/p/SAZwEhMOAQ0dBAY4HT4HEjQIDA==,1.0,bachelors
/p/SAZwEhMOAQ0dBAY4BjYR,2.0,bachelors
/p/SAZwEhMOAQ0dBAYMKTIVDx4ABA==,1.0,masters
/p/SAZwEhMOARoGBjoGGjIFFwIWHDAdDTgS,4.0,bachelors
/p/SAZwEhMOARoGBjoCGDgZAAU=,3.0,phd
/p/SAZwEhMOARoGBjoPEzYQCAUC,3.0,masters
/p/SAZwEhMOARoGBjoLHzMYBDQODA4B,2.0,masters
/p/SAZwEz4JChowHToXFzY=,1.0,bachelors
/p/SAZwEwA0EQkBMhcIAzgRFwILNw0MEw4aMxE=,1.0,masters
/p/SAZwEwAJFwEKAToDKTQGFBgAN19dVA==,3.0,associates
/p/SAZwEwAJFwEKAToBGj4ABAYEBg==,1.0,masters
/p/SAZwEwAJFwEKAToMBCoHBA==,1.0,bachelors
/p/SAZwEwAJFwEKAToKGTEABAIXBw==,4.0,masters
/p/SAZwEwAJFwEKAQQ4HCoTABkQ,1.0,masters
/p/SAZwEwAMBAYwDwweFzEd,3.0,masters
/p/SAZwEwABEBswGgoVAjcdDwwRBwE=,5.0,masters
/p/SAZwEwAHOgkHDBcIGA==,2.0,masters
/p/SAZwEwAHOgYODg0SGw==,3.0,masters
/p/SAZwEwAHBDcWDBwLFw==,1.0,masters
/p/SAZwEwAHAAYwAAQJGDYaBg==,1.0,bachelors
/p/SAZwEwAHABAwFAAJ,1.0,bachelors
/p/SAZwEwAFABsHMhcGHD4a,4.0,masters
/p/SAZwEwAZAAYwGwQVAj4aCAoL,1.0,masters
/p/SAZwEwAZFw0bGToRHzgTBBkW,2.0,phd
/p/SAZwEwAZHDcNCAsOAis=,4.0,phd
/p/SAZwEwAZHDcNHwQRFy0Q,3.0,bachelors
/p/SAZwEwAZHDcLDBw=,4.0,masters
/p/SAZwEwAZHDcJAhILEy0=,1.0,masters
/p/SAZwEwAZHDcIDAsJGSs=,4.0,masters
/p/SAZwEwAZHDcHDAkLHygRDQc=,3.0,masters
/p/SAZwEwAZHDcEDBULFzErUVtX,1.0,masters
/p/SAZwEwAZHDcDDBATEy0WAAgN,4.0,phd
/p/SAZwEwAZHDcfDBETEy0HDgU6WF9Z,2.0,associates
/p/SAZwEwAZHDcfCBcCGj0REww=,3.0,phd
/p/SAZwEwAZHDccHQwTFzMaCAA=,4.0,masters
/p/SAZwEwAZHDccGQACGjorUVtU,3.0,masters
/p/SAZwEwAZHDcWAhcMKS8cPg8=,2.0,bachelors
/p/SAZwEwAdDAYwDwoGHQ==,1.0,masters
/p/SAZwEwAdDAYwABAJBDArUVtU,1.0,bachelors
/p/SAZwEwAdDAYwHg0SHToG,3.0,masters
/p/SAZwEwAdDAYwGRcIAzgcFQQL,5.0,masters
/p/SAZwEwQPDAUGAwQUKSkdDTQMCRoeDgYF,5.0,associates
/p/SAZwEwQCFzcNDAsABSsVBQ==,5.0,phd
/p/SAZwEwQHAAYOMgkOEDwcCB8f,4.0,phd
/p/SAZwEwQGCAkwCgoDEC0RGA==,1.0,phd
/p/SAZwEwQGCAkwGg0GAjoH,3.0,bachelors
/p/SAZwEwQFADcKBAECGjIVDw==,5.0,bachelors
/p/SAZwEwQFADcEBAg=,2.0,bachelors
/p/SAZwEwQFADcCDgYSFD0dDw==,2.0,phd
/p/SAZwEwQFADccDBMEHiof,2.0,bachelors
/p/SAZwEwQFCwkdAjoLAzwR,1.0,phd
/p/SAZwEwQEAw4wDgQVBD4TCQ4X,2.0,associates
/p/SAZwEwQEAw4wAAQOAjoH,3.0,bachelors
/p/SAZwEwQEAw4wHgYPGDodBQ4X,2.0,masters
/p/SAZwEwQEAw4dCBw4FS0VFhgNCRg=,1.0,masters
/p/SAZwEwQEAw4dCBw4GzYXCQ4LDR0=,1.0,phd
/p/SAZwEwQEAw4dCBw4Bj4YDA4X,2.0,phd
/p/SAZwEwQEAw4dCBw4AD4aPgMEDR0ICw==,4.0,bachelors
/p/SAZwEwQEAw4dAhw4HioZAw4ACwQ=,4.0,associates
/p/SAZwEwQEAw4dAhw4BTYZDgU=,2.0,masters
/p/SAZwEwQEFw8KMgYIGjYH,1.0,masters
/p/SAZwEwQEFw8KMgICGS0TCAQQNx8FOgM=,2.0,phd
/p/SAZwEwQEFw8KMgIVHzIV,4.0,masters
/p/SAZwEwQEFw8KMgISEy0GBBkK,1.0,associates
/p/SAZwEwQEFw8KMhcCHzs=,3.0,phd
/p/SAZwEwQEFw8KMhEOEjIVExgN,1.0,phd
/p/SAZwEwQEFw8KMhIPHysREgIBDRw=,1.0,bachelors
/p/SAZwEwQEFw8KMh8PEzET,1.0,masters
/p/SAZwEwQEFw8GCDoGGDErBg4RHAADOgoVNBsY,4.0,phd
/p/SAZwEwQEFw8GCAQJGAATBB8RBwE=,1.0,phd
/p/SAZwEwQEFw8GAhY4Hj4AGwILAQQCCQYZKg==,2.0,masters
/p/SAZwEwQEFw8WMggGBC0REwQ=,5.0,masters
/p/SAZwEwQZBAQLMgIIGjsHFQ4MBg==,1.0,bachelors
/p/SAZwEwQZBBoLMgYSGDEdDwwNCQI=,5.0,masters
/p/SAZwEwQZBBoLMggEKTcBBgM=,1.0,high_school
/p/SAZwEwQZBBoLAjoNFy0VDAIJBAA=,5.0,masters
/p/SAZwEwQZAg0DFDoPGS0CPh8N,5.0,masters
/p/SAZwEwQZCAkGAzoLFzIbDw8A,4.0,masters
/p/SAZwEwQZFwEbMggEETADAAU=,1.0,bachelors
/p/SAZwEwQZFxEwAAYPAzgcPltVWQ==,5.0,masters
/p/SAZwEwkKHwkDCA04FzkGAAMM,5.0,bachelors
/p/SAZwEwgKBgcCAjoFEzMYABEfAQ==,3.0,phd
/p/SAZwEwgKCzcIBAQJGDAAFQo=,5.0,masters
/p/SAZwEwgKCwQaDgQ4EjoAFQQXATBdVVY=,2.0,associates
/p/SAZwEwgKCwQaDgQ4Gz4GCAUABAME,1.0,associates
/p/SAZwEwgKCwYOAwEVEz4rFw4XGgY=,5.0,bachelors
/p/SAZwEwgBFjcZDAs4HjodCxgR,3.0,bachelors
/p/SAZwEwgHOgAKDg0T,2.0,phd
/p/SAZwEwgHOgUOAwECGiUdEg==,1.0,masters
/p/SAZwEwgHOhsKGwAV,4.0,masters
/p/SAZwEwgHBAwwHQQVFzEaPgUMGxwMCx4=,1.0,bachelors
/p/SAZwEwgHBAwwFzoABCoWBBk=,3.0,masters
/p/SAZwEwgHCQ0cMgcIBQ==,1.0,masters
/p/SAZwEwgHCQ0cMgIGGzAaPhsNNws=,1.0,phd
/p/SAZwEwgHCQ0cMhYCETcVCA4X,5.0,bachelors
/p/SAZwEwgHCQEOAzoKAzoHEgIC,4.0,associates
/p/SAZwEwgFCjcIBQwIFzER,4.0,phd
/p/SAZwEwgEFwkwFAQVGTE=,5.0,bachelors
/p/SAZwEwgEFwwOAwo4BTAGBQQLAQ==,2.0,masters
/p/SAZwEwgEFw8GMgISGj4WGAoL,5.0,bachelors
/p/SAZwEwgEERwAMgECKTkdDQIVGAY=,3.0,bachelors
/p/SAZwEwgEEwkBAww4FTAYBAcJCTAAAQ==,1.0,masters
/p/SAZwEwgEEwkBAww4Gjob,1.0,phd
/p/SAZwEwgZDDccHwACGDYCABg=,1.0,phd
/p/SAZwEwgZDAwHDBc4GyoGFQMc,1.0,bachelors
/p/SAZwEwgeFg0fHQA4EDoaGwo=,1.0,bachelors
/p/SAZwEw0OBzcEDBULAzErUVtU,1.0,phd
/p/SAZwEw0OCzcLCDoRBDYREg==,1.0,bachelors
/p/SAZwEw0OCwYwHwwEFy0A,2.0,masters
